"","UniProt_ID","Function"
"1130","P78324","Immunoglobulin-like cell surface receptor for CD47"
"1131","P78324","Acts as docking protein and induces translocation of PTPN6, PTPN11 and other binding partners from the cytosol to the plasma membrane"
"1132","P78324","Supports adhesion of cerebellar neurons, neurite outgrowth and glial cell attachment"
"1133","P78324","May play a key role in intracellular signaling during synaptogenesis and in synaptic function (By similarity)"
"1134","P78324","Involved in the negative regulation of receptor tyrosine kinase-coupled cellular responses induced by cell adhesion, growth factors or insulin"
"1135","P78324","Mediates negative regulation of phagocytosis, mast cell activation and dendritic cell activation"
"1136","P78324","CD47 binding prevents maturation of immature dendritic cells and inhibits cytokine production by mature dendritic cells"
"1137","P78423","Acts as a ligand for both CX3CR1 and integrins"
"1138","P78423","Binds to CX3CR1 "
"1139","P78423","Binds to integrins ITGAV:ITGB3 and ITGA4:ITGB1"
"1140","P78423","Can activate integrins in both a CX3CR1-dependent and CX3CR1-independent manner"
"1141","P78423","In the presence of CX3CR1, activates integrins by binding to the classical ligand-binding site (site 1) in integrins"
"1142","P78423","In the absence of CX3CR1, binds to a second site (site 2) in integrins which is distinct from site 1 and enhances the binding of other integrin ligands to site 1 "
"1143","P78423","The soluble form is chemotactic for T-cells and monocytes and not for neutrophils"
"1144","P78423","The membrane-bound form promotes adhesion of those leukocytes to endothelial cells"
"1145","P78423","May play a role in regulating leukocyte adhesion and migration processes at the endothelium "
"1146","P78556","Acts as a ligand for C-C chemokine receptor CCR6"
"1147","P78556","Signals through binding and activation of CCR6 and induces a strong chemotactic response and mobilization of intracellular calcium ions "
"1148","P78556","The ligand-receptor pair CCL20-CCR6 is responsible for the chemotaxis of dendritic cells (DC), effector/memory T-cells and B-cells and plays an important role at skin and mucosal surfaces under homeostatic and inflammatory conditions, as well as in pathology, including cancer and various autoimmune diseases "
"1149","P78556","CCL20 acts as a chemotactic factor that attracts lymphocytes and, slightly, neutrophils, but not monocytes "
"1150","P78556","Involved in the recruitment of both the proinflammatory IL17 producing helper T-cells (Th17) and the regulatory T-cells (Treg) to sites of inflammation"
"1151","P78556","Required for optimal migration of thymic natural regulatory T cells (nTregs) and DN1 early thymocyte progenitor cells (By similarity)"
"1152","P78556","C-terminal processed forms have been shown to be equally chemotactically active for leukocytes "
"1153","P78556","Positively regulates sperm motility and chemotaxis via its binding to CCR6 which triggers Ca2+ mobilization in the sperm which is important for its motility "
"1154","P78556","Inhibits proliferation of myeloid progenitors in colony formation assays "
"1155","P78556","May be involved in formation and function of the mucosal lymphoid tissues by attracting lymphocytes and dendritic cells towards epithelial cells (By similarity)"
"1156","P78556","Possesses antibacterial activity towards E.coli ATCC 25922 and S.aureus ATCC 29213 "
"1157","P78560","Adapter protein that associates with PIDD1 and the caspase CASP2 to form the PIDDosome, a complex that activates CASP2 and triggers apoptosis "
"1158","P78560","Also recruits CASP2 to the TNFR-1 signaling complex through its interaction with RIPK1 and TRADD and may play a role in the tumor necrosis factor-mediated signaling pathway "
"1159","P80075","Chemotactic factor that attracts monocytes, lymphocytes, basophils and eosinophils"
"1160","P80075","May play a role in neoplasia and inflammatory host responses"
"1161","P80075","This protein can bind heparin"
"1162","P80075","The processed form MCP-2(6-76) does not show monocyte chemotactic activity, but inhibits the chemotactic effect most predominantly of CCL7, and also of CCL2 and CCL5 and CCL8"
"1163","P80098","Chemotactic factor that attracts monocytes and eosinophils, but not neutrophils"
"1164","P80098","Augments monocyte anti-tumor activity"
"1165","P80098","Also induces the release of gelatinase B"
"1166","P80098","This protein can bind heparin"
"1167","P80098","Binds to CCR1, CCR2 and CCR3."
"1168","P80162","Chemotactic for neutrophil granulocytes"
"1169","P80162","Signals through binding and activation of its receptors (CXCR1 and CXCR2)"
"1170","P80162","In addition to its chemotactic and angiogenic properties, it has strong antibacterial activity against Gram-positive and Gram-negative bacteria (90-fold-higher when compared to CXCL5 and CXCL7)"
"1171","P80188","Iron-trafficking protein involved in multiple processes such as apoptosis, innate immunity and renal development "
"1172","P80188","Binds iron through association with 2,5-dihydroxybenzoic acid (2,5-DHBA), a siderophore that shares structural similarities with bacterial enterobactin, and delivers or removes iron from the cell, depending on the context"
"1173","P80188","Iron-bound form (holo-24p3) is internalized following binding to the SLC22A17 (24p3R) receptor, leading to release of iron and subsequent increase of intracellular iron concentration"
"1174","P80188","In contrast, association of the iron-free form (apo-24p3) with the SLC22A17 (24p3R) receptor is followed by association with an intracellular siderophore, iron chelation and iron transfer to the extracellular medium, thereby reducing intracellular iron concentration"
"1175","P80188","Involved in apoptosis due to interleukin-3 (IL3) deprivation: iron-loaded form increases intracellular iron concentration without promoting apoptosis, while iron-free form decreases intracellular iron levels, inducing expression of the proapoptotic protein BCL2L11/BIM, resulting in apoptosis (By similarity)"
"1176","P80188","Involved in innate immunity; limits bacterial proliferation by sequestering iron bound to microbial siderophores, such as enterobactin "
"1177","P80188","Can also bind siderophores from M.tuberculosis "
"1178","P80370","May have a role in neuroendocrine differentiation."
"1179","P80511","S100A12 is a calcium-, zinc- and copper-binding protein which plays a prominent role in the regulation of inflammatory processes and immune response"
"1180","P80511","Its proinflammatory activity involves recruitment of leukocytes, promotion of cytokine and chemokine production, and regulation of leukocyte adhesion and migration"
"1181","P80511","Acts as an alarmin or a danger associated molecular pattern (DAMP) molecule and stimulates innate immune cells via binding to receptor for advanced glycation endproducts (AGER)"
"1182","P80511","Binding to AGER activates the MAP-kinase and NF-kappa-B signaling pathways leading to production of proinflammatory cytokines and up-regulation of cell adhesion molecules ICAM1 and VCAM1"
"1183","P80511","Acts as a monocyte and mast cell chemoattractant"
"1184","P80511","Can stimulate mast cell degranulation and activation which generates chemokines, histamine and cytokines inducing further leukocyte recruitment to the sites of inflammation"
"1185","P80511","Can inhibit the activity of matrix metalloproteinases; MMP2, MMP3 and MMP9 by chelating Zn(2+) from their active sites"
"1186","P80511","Possesses filariacidal and filariastatic activity"
"1187","P80511","Calcitermin possesses antifungal activity against C.albicans and is also active against E.coli and P.aeruginosa but not L.monocytogenes and S.aureus"
"1188","P98160","Integral component of basement membranes"
"1189","P98160","Component of the glomerular basement membrane (GBM), responsible for the fixed negative electrostatic membrane charge, and which provides a barrier which is both size- and charge-selective"
"1190","P98160","It serves as an attachment substrate for cells"
"1191","P98160","Plays essential roles in vascularization"
"1192","P98160","Critical for normal heart development and for regulating the vascular response to injury"
"1193","P98160","Also required for avascular cartilage development.; Endorepellin in an anti-angiogenic and anti-tumor peptide that inhibits endothelial cell migration, collagen-induced endothelial tube morphogenesis and blood vessel growth in the chorioallantoic membrane"
"1194","P98160","Blocks endothelial cell adhesion to fibronectin and type I collagen"
"1195","P98160","Anti-tumor agent in neovascularization"
"1196","P98160","Interaction with its ligand, integrin alpha2/beta1, is required for the anti-angiogenic properties"
"1197","P98160","Evokes a reduction in phosphorylation of receptor tyrosine kinases via alpha2/beta1 integrin-mediated activation of the tyrosine phosphatase, PTPN6.; The LG3 peptide has anti-angiogenic properties that require binding of calcium ions for full activity."
"1198","Q01151","May play a significant role in antigen presentation or the cellular interactions that follow lymphocyte activation."
"1199","Q01638","Receptor for interleukin-33 (IL-33); signaling requires association of the coreceptor IL1RAP"
"1200","Q01638","Its stimulation recruits MYD88, IRAK1, IRAK4, and TRAF6, followed by phosphorylation of MAPK3/ERK1 and/or MAPK1/ERK2, MAPK14, and MAPK8"
"1201","Q01638","Possibly involved in helper T-cell function"
"1202","Q02763","Tyrosine-protein kinase that acts as cell-surface receptor for ANGPT1, ANGPT2 and ANGPT4 and regulates angiogenesis, endothelial cell survival, proliferation, migration, adhesion and cell spreading, reorganization of the actin cytoskeleton, but also maintenance of vascular quiescence"
