"","UniProt_ID","Biological_process","GO_ID"
"5031","P42830","inflammatory response","GO:0006954"
"5032","P42830","leukocyte chemotaxis","GO:0030595"
"5033","P42830","neutrophil chemotaxis","GO:0030593"
"5034","P42830","positive regulation of cell population proliferation","GO:0008284"
"5035","P42830","signal transduction","GO:0007165"
"5036","P42892","bradykinin catabolic process","GO:0010815"
"5037","P42892","calcitonin catabolic process","GO:0010816"
"5038","P42892","ear development","GO:0043583"
"5039","P42892","embryonic digit morphogenesis","GO:0042733"
"5040","P42892","endothelin maturation","GO:0034959"
"5041","P42892","heart development","GO:0007507"
"5042","P42892","hormone catabolic process","GO:0042447"
"5043","P42892","peptide hormone processing","GO:0016486"
"5044","P42892","pharyngeal system development","GO:0060037"
"5045","P42892","positive regulation of receptor recycling","GO:0001921"
"5046","P42892","protein processing","GO:0016485"
"5047","P42892","regulation of systemic arterial blood pressure by endothelin","GO:0003100"
"5048","P42892","regulation of vasoconstriction","GO:0019229"
"5049","P42892","substance P catabolic process","GO:0010814"
"5050","P43489","immune response","GO:0006955"
"5051","P43489","inflammatory response","GO:0006954"
"5052","P43489","negative regulation of cytokine secretion","GO:0050710"
"5053","P43489","negative regulation of DNA-binding transcription factor activity","GO:0043433"
"5054","P43489","negative regulation of transcription, DNA-templated","GO:0045892"
"5055","P43489","positive regulation of B cell proliferation","GO:0030890"
"5056","P43489","positive regulation of immunoglobulin secretion","GO:0051024"
"5057","P43489","T cell proliferation","GO:0042098"
"5058","P43489","tumor necrosis factor-mediated signaling pathway","GO:0033209"
"5059","P43628","immune response","GO:0006955"
"5060","P43628","regulation of immune response","GO:0050776"
"5061","P46531","animal organ regeneration","GO:0031100"
"5062","P46531","aortic valve morphogenesis","GO:0003180"
"5063","P46531","apoptotic process involved in embryonic digit morphogenesis","GO:1902263"
"5064","P46531","arterial endothelial cell differentiation","GO:0060842"
"5065","P46531","astrocyte differentiation","GO:0048708"
"5066","P46531","atrioventricular node development","GO:0003162"
"5067","P46531","atrioventricular valve morphogenesis","GO:0003181"
"5068","P46531","auditory receptor cell fate commitment","GO:0009912"
"5069","P46531","axonogenesis","GO:0007409"
"5070","P46531","branching morphogenesis of an epithelial tube","GO:0048754"
"5071","P46531","cardiac atrium morphogenesis","GO:0003209"
"5072","P46531","cardiac chamber formation","GO:0003207"
"5073","P46531","cardiac epithelial to mesenchymal transition","GO:0060317"
"5074","P46531","cardiac left ventricle morphogenesis","GO:0003214"
"5075","P46531","cardiac muscle cell proliferation","GO:0060038"
"5076","P46531","cardiac muscle tissue morphogenesis","GO:0055008"
"5077","P46531","cardiac right atrium morphogenesis","GO:0003213"
"5078","P46531","cardiac right ventricle formation","GO:0003219"
"5079","P46531","cardiac septum morphogenesis","GO:0060411"
"5080","P46531","cardiac vascular smooth muscle cell development","GO:0060948"
"5081","P46531","cardiac ventricle morphogenesis","GO:0003208"
"5082","P46531","cell cycle arrest","GO:0007050"
"5083","P46531","cell differentiation in spinal cord","GO:0021515"
"5084","P46531","cell fate specification","GO:0001708"
"5085","P46531","cell migration involved in endocardial cushion formation","GO:0003273"
"5086","P46531","cellular response to follicle-stimulating hormone stimulus","GO:0071372"
"5087","P46531","cellular response to vascular endothelial growth factor stimulus","GO:0035924"
"5088","P46531","cilium assembly","GO:0060271"
"5089","P46531","collecting duct development","GO:0072044"
"5090","P46531","compartment pattern specification","GO:0007386"
"5091","P46531","coronary artery morphogenesis","GO:0060982"
"5092","P46531","coronary sinus valve morphogenesis","GO:0003182"
"5093","P46531","coronary vein morphogenesis","GO:0003169"
"5094","P46531","determination of left/right symmetry","GO:0007368"
"5095","P46531","distal tubule development","GO:0072017"
"5096","P46531","embryonic hindlimb morphogenesis","GO:0035116"
"5097","P46531","endocardial cell differentiation","GO:0060956"
"5098","P46531","endocardial cushion morphogenesis","GO:0003203"
"5099","P46531","endocardium development","GO:0003157"
"5100","P46531","endocardium morphogenesis","GO:0003160"
"5101","P46531","endoderm development","GO:0007492"
"5102","P46531","epithelial to mesenchymal transition","GO:0001837"
"5103","P46531","epithelial to mesenchymal transition involved in endocardial cushion formation","GO:0003198"
"5104","P46531","forebrain development","GO:0030900"
"5105","P46531","foregut morphogenesis","GO:0007440"
"5106","P46531","glomerular mesangial cell development","GO:0072144"
"5107","P46531","growth involved in heart morphogenesis","GO:0003241"
"5108","P46531","hair follicle morphogenesis","GO:0031069"
"5109","P46531","heart development","GO:0007507"
"5110","P46531","heart looping","GO:0001947"
"5111","P46531","heart trabecula morphogenesis","GO:0061384"
"5112","P46531","homeostasis of number of cells within a tissue","GO:0048873"
"5113","P46531","humoral immune response","GO:0006959"
"5114","P46531","immune response","GO:0006955"
"5115","P46531","inflammatory response to antigenic stimulus","GO:0002437"
"5116","P46531","interleukin-4 secretion","GO:0072602"
"5117","P46531","in utero embryonic development","GO:0001701"
"5118","P46531","keratinocyte differentiation","GO:0030216"
"5119","P46531","left/right axis specification","GO:0070986"
"5120","P46531","liver development","GO:0001889"
"5121","P46531","lung development","GO:0030324"
"5122","P46531","mesenchymal cell development","GO:0014031"
"5123","P46531","mitral valve formation","GO:0003192"
"5124","P46531","negative regulation of anoikis","GO:2000811"
"5125","P46531","negative regulation of biomineral tissue development","GO:0070168"
"5126","P46531","negative regulation of BMP signaling pathway","GO:0030514"
"5127","P46531","negative regulation of calcium ion-dependent exocytosis","GO:0045955"
"5128","P46531","negative regulation of canonical Wnt signaling pathway","GO:0090090"
"5129","P46531","negative regulation of cardiac muscle hypertrophy","GO:0010614"
"5130","P46531","negative regulation of catalytic activity","GO:0043086"
"5131","P46531","negative regulation of cell migration involved in sprouting angiogenesis","GO:0090051"
"5132","P46531","negative regulation of cell population proliferation","GO:0008285"
"5133","P46531","negative regulation of cell proliferation involved in heart valve morphogenesis","GO:0003252"
"5134","P46531","negative regulation of cell-substrate adhesion","GO:0010812"
"5135","P46531","negative regulation of cold-induced thermogenesis","GO:0120163"
"5136","P46531","negative regulation of endothelial cell chemotaxis","GO:2001027"
"5137","P46531","negative regulation of extracellular matrix constituent secretion","GO:0003332"
"5138","P46531","negative regulation of gene expression","GO:0010629"
"5139","P46531","negative regulation of glial cell proliferation","GO:0060253"
"5140","P46531","negative regulation of growth rate","GO:0045967"
"5141","P46531","negative regulation of inner ear auditory receptor cell differentiation","GO:0045608"
"5142","P46531","negative regulation of myoblast differentiation","GO:0045662"
"5143","P46531","negative regulation of myotube differentiation","GO:0010832"
"5144","P46531","negative regulation of neurogenesis","GO:0050768"
"5145","P46531","negative regulation of oligodendrocyte differentiation","GO:0048715"
"5146","P46531","negative regulation of ossification","GO:0030279"
"5147","P46531","negative regulation of osteoblast differentiation","GO:0045668"
"5148","P46531","negative regulation of photoreceptor cell differentiation","GO:0046533"
"5149","P46531","negative regulation of pro-B cell differentiation","GO:2000974"
"5150","P46531","negative regulation of stem cell differentiation","GO:2000737"
"5151","P46531","negative regulation of transcription, DNA-templated","GO:0045892"
"5152","P46531","negative regulation of transcription by RNA polymerase II","GO:0000122"
"5153","P46531","neural tube development","GO:0021915"
"5154","P46531","neuronal stem cell population maintenance","GO:0097150"
"5155","P46531","Notch signaling involved in heart development","GO:0061314"
"5156","P46531","Notch signaling pathway","GO:0007219"
"5157","P46531","Notch signaling pathway involved in regulation of secondary heart field cardioblast proliferation","GO:0003270"
"5158","P46531","oligodendrocyte differentiation","GO:0048709"
"5159","P46531","outflow tract morphogenesis","GO:0003151"
"5160","P46531","pericardium morphogenesis","GO:0003344"
"5161","P46531","positive regulation of aorta morphogenesis","GO:1903849"
"5162","P46531","positive regulation of apoptotic process involved in morphogenesis","GO:1902339"
"5163","P46531","positive regulation of astrocyte differentiation","GO:0048711"
"5164","P46531","positive regulation of BMP signaling pathway","GO:0030513"
"5165","P46531","positive regulation of cardiac epithelial to mesenchymal transition","GO:0062043"
"5166","P46531","positive regulation of cardiac muscle cell proliferation","GO:0060045"
"5167","P46531","positive regulation of cell migration","GO:0030335"
"5168","P46531","positive regulation of cell population proliferation","GO:0008284"
"5169","P46531","positive regulation of endothelial cell differentiation","GO:0045603"
"5170","P46531","positive regulation of epithelial cell proliferation","GO:0050679"
"5171","P46531","positive regulation of epithelial to mesenchymal transition","GO:0010718"
"5172","P46531","positive regulation of ERK1 and ERK2 cascade","GO:0070374"
"5173","P46531","positive regulation of gene expression","GO:0010628"
"5174","P46531","positive regulation of keratinocyte differentiation","GO:0045618"
"5175","P46531","positive regulation of neuroblast proliferation","GO:0002052"
"5176","P46531","positive regulation of Notch signaling pathway","GO:0045747"
"5177","P46531","positive regulation of Ras protein signal transduction","GO:0046579"
"5178","P46531","positive regulation of receptor signaling pathway via JAK-STAT","GO:0046427"
"5179","P46531","positive regulation of transcription, DNA-templated","GO:0045893"
"5180","P46531","positive regulation of transcription by RNA polymerase II","GO:0045944"
"5181","P46531","positive regulation of transcription from RNA polymerase II promoter in response to hypoxia","GO:0061419"
"5182","P46531","positive regulation of transcription of Notch receptor target","GO:0007221"
"5183","P46531","positive regulation of viral genome replication","GO:0045070"
"5184","P46531","prostate gland epithelium morphogenesis","GO:0060740"
"5185","P46531","pulmonary valve morphogenesis","GO:0003184"
"5186","P46531","regulation of epithelial cell proliferation involved in prostate gland development","GO:0060768"
"5187","P46531","regulation of extracellular matrix assembly","GO:1901201"
"5188","P46531","regulation of somitogenesis","GO:0014807"
"5189","P46531","regulation of transcription, DNA-templated","GO:0006355"
"5190","P46531","regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation","GO:0003256"
"5191","P46531","response to corticosteroid","GO:0031960"
"5192","P46531","response to lipopolysaccharide","GO:0032496"
"5193","P46531","response to muramyl dipeptide","GO:0032495"
"5194","P46531","secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development","GO:0060528"
"5195","P46531","skeletal muscle cell differentiation","GO:0035914"
"5196","P46531","somatic stem cell division","GO:0048103"
"5197","P46531","spermatogenesis","GO:0007283"
"5198","P46531","sprouting angiogenesis","GO:0002040"
"5199","P46531","tissue regeneration","GO:0042246"
"5200","P46531","transcription initiation from RNA polymerase II promoter","GO:0006367"
"5201","P46531","tube formation","GO:0035148"
"5202","P46531","vasculogenesis involved in coronary vascular morphogenesis","GO:0060979"
"5203","P46531","venous endothelial cell differentiation","GO:0060843"
"5204","P46531","ventricular septum morphogenesis","GO:0060412"
"5205","P46531","ventricular trabecula myocardium morphogenesis","GO:0003222"
